Time,Colour_p4_01,Colour_p4_02,Colour_p4_03,Colour_p4_04
13.190,3.000,3.000,3.000,3.000,
13.200,3.000,3.000,3.000,3.000,
13.210,3.000,3.000,3.000,3.000,
13.220,3.000,3.000,3.000,3.000,
13.230,3.000,3.000,3.000,3.000,
13.240,3.000,3.000,3.000,3.000,
13.250,3.000,3.000,3.000,3.000,
13.260,3.000,3.000,3.000,3.000,
13.270,3.000,3.000,3.000,3.000,
13.280,3.000,3.000,3.000,3.000,
13.290,3.000,3.000,3.000,3.000,
13.300,3.000,3.000,3.000,3.000,
13.310,3.000,3.000,3.000,3.000,
13.320,3.000,3.000,2.000,3.000,
13.330,3.000,3.000,2.000,3.000,
13.340,3.000,3.000,2.000,3.000,
13.350,3.000,3.000,2.000,3.000,
13.360,3.000,3.000,2.000,3.000,
13.370,3.000,3.000,2.000,3.000,
13.380,3.000,3.000,2.000,3.000,
13.390,3.000,3.000,2.000,3.000,
13.400,3.000,3.000,2.000,3.000,
13.410,3.000,3.000,2.000,3.000,
13.420,3.000,3.000,2.000,3.000,
13.430,3.000,3.000,2.000,2.000,
13.440,3.000,3.000,2.000,2.000,
13.450,3.000,3.000,2.000,2.000,
13.460,3.000,3.000,2.000,2.000,
13.470,3.000,3.000,2.000,2.000,
13.480,3.000,3.000,2.000,2.000,
13.490,2.000,3.000,2.000,2.000,
13.500,2.000,3.000,2.000,2.000,
13.510,2.000,3.000,2.000,2.000,
13.520,2.000,3.000,2.000,2.000,
13.530,2.000,3.000,2.000,2.000,
13.540,2.000,3.000,2.000,2.000,
13.550,2.000,3.000,2.000,2.000,
13.560,2.000,3.000,2.000,2.000,
13.570,2.000,3.000,2.000,2.000,
13.580,2.000,3.000,2.000,2.000,
13.590,2.000,3.000,2.000,2.000,
13.600,2.000,3.000,2.000,2.000,
13.610,2.000,3.000,2.000,2.000,
13.620,2.000,3.000,2.000,2.000,
13.630,2.000,3.000,2.000,2.000,
13.640,2.000,3.000,2.000,2.000,
13.650,2.000,3.000,2.000,2.000,
13.660,2.000,3.000,2.000,2.000,
13.670,2.000,3.000,2.000,2.000,
13.680,2.000,3.000,2.000,2.000,
13.690,2.000,3.000,2.000,2.000,
13.700,2.000,3.000,2.000,2.000,
13.710,2.000,3.000,2.000,2.000,
13.720,2.000,3.000,2.000,2.000,
13.730,2.000,3.000,2.000,2.000,
13.740,2.000,3.000,2.000,2.000,
13.750,2.000,3.000,2.000,2.000,
13.760,2.000,3.000,2.000,2.000,
13.770,2.000,3.000,2.000,2.000,
13.780,2.000,3.000,2.000,2.000,
13.790,2.000,3.000,2.000,2.000,
13.800,2.000,3.000,2.000,2.000,
13.810,2.000,3.000,2.000,2.000,
13.820,2.000,3.000,2.000,2.000,
13.830,2.000,3.000,2.000,2.000,
13.840,2.000,3.000,2.000,2.000,
13.850,2.000,3.000,2.000,2.000,
13.860,2.000,3.000,2.000,2.000,
13.870,2.000,3.000,2.000,2.000,
13.880,2.000,3.000,2.000,2.000,
13.890,2.000,3.000,2.000,2.000,
13.900,2.000,3.000,2.000,2.000,
13.910,2.000,3.000,2.000,2.000,
13.920,2.000,3.000,2.000,2.000,
13.930,2.000,3.000,2.000,2.000,
13.940,2.000,3.000,2.000,2.000,
13.950,2.000,3.000,2.000,2.000,
13.960,2.000,3.000,2.000,2.000,
13.970,2.000,3.000,2.000,2.000,
13.980,2.000,3.000,2.000,2.000,
13.990,2.000,3.000,2.000,2.000,
14.000,2.000,3.000,2.000,2.000,
14.010,2.000,3.000,2.000,2.000,
14.020,2.000,3.000,2.000,2.000,
14.030,2.000,3.000,2.000,2.000,
14.040,2.000,3.000,2.000,2.000,
14.050,2.000,3.000,2.000,2.000,
14.060,2.000,3.000,2.000,2.000,
14.070,2.000,3.000,2.000,2.000,
14.080,2.000,3.000,2.000,2.000,
14.090,2.000,3.000,2.000,2.000,
14.100,2.000,3.000,2.000,2.000,
14.110,2.000,3.000,2.000,2.000,
14.120,2.000,3.000,2.000,2.000,
14.130,2.000,3.000,2.000,2.000,
14.140,2.000,3.000,2.000,2.000,
14.150,2.000,3.000,2.000,2.000,
14.160,2.000,3.000,2.000,2.000,
14.170,2.000,3.000,2.000,2.000,
14.180,2.000,3.000,2.000,2.000,
14.190,2.000,3.000,2.000,2.000,
14.200,2.000,3.000,2.000,2.000,
14.210,2.000,3.000,2.000,2.000,
14.220,2.000,3.000,2.000,2.000,
14.230,2.000,3.000,2.000,2.000,
14.240,2.000,3.000,2.000,2.000,
14.250,2.000,3.000,2.000,2.000,
14.260,2.000,3.000,2.000,2.000,
14.270,2.000,3.000,2.000,2.000,
14.280,2.000,3.000,2.000,2.000,
14.290,2.000,3.000,2.000,2.000,
14.300,2.000,3.000,2.000,2.000,
14.310,2.000,3.000,2.000,2.000,
14.320,2.000,3.000,2.000,2.000,
14.330,2.000,3.000,2.000,2.000,
14.340,2.000,3.000,2.000,2.000,
14.350,2.000,3.000,2.000,2.000,
14.360,2.000,3.000,2.000,2.000,
14.370,2.000,3.000,2.000,2.000,
14.380,2.000,2.000,2.000,2.000,
14.390,2.000,2.000,2.000,2.000,
14.400,2.000,2.000,2.000,2.000,
14.410,2.000,2.000,2.000,2.000,
14.420,2.000,2.000,2.000,2.000,
14.430,2.000,2.000,2.000,2.000,
14.440,2.000,2.000,2.000,2.000,
14.450,2.000,2.000,2.000,2.000,
14.460,2.000,2.000,2.000,2.000,
14.470,2.000,2.000,2.000,2.000,
14.480,2.000,2.000,2.000,2.000,
14.490,2.000,2.000,2.000,2.000,
14.500,2.000,2.000,2.000,2.000,
14.510,2.000,2.000,2.000,2.000,
14.520,2.000,2.000,2.000,2.000,
14.530,2.000,2.000,2.000,2.000,
14.540,2.000,2.000,2.000,2.000,
14.550,2.000,2.000,2.000,2.000,
14.560,2.000,2.000,2.000,2.000,
14.570,2.000,2.000,2.000,2.000,
14.580,2.000,2.000,2.000,2.000,
14.590,2.000,2.000,2.000,2.000,
14.600,2.000,2.000,2.000,2.000,
14.610,2.000,2.000,2.000,2.000,
14.620,2.000,2.000,2.000,2.000,
14.630,2.000,2.000,2.000,2.000,
14.640,2.000,2.000,2.000,2.000,
14.650,2.000,2.000,2.000,2.000,
14.660,2.000,2.000,2.000,2.000,
14.670,2.000,2.000,2.000,2.000,
14.680,2.000,2.000,2.000,2.000,
14.690,2.000,2.000,2.000,2.000,
14.700,2.000,2.000,2.000,2.000,
14.710,2.000,2.000,2.000,2.000,
14.720,2.000,2.000,2.000,2.000,
14.730,2.000,2.000,2.000,2.000,
14.740,2.000,2.000,2.000,2.000,
14.750,2.000,2.000,6.000,2.000,
14.760,2.000,2.000,6.000,2.000,
14.770,2.000,2.000,6.000,2.000,
14.780,2.000,2.000,6.000,2.000,
14.790,2.000,2.000,6.000,2.000,
14.800,2.000,2.000,6.000,2.000,
14.810,2.000,2.000,6.000,2.000,
14.820,2.000,2.000,6.000,2.000,
14.830,2.000,2.000,6.000,2.000,
14.840,2.000,2.000,6.000,2.000,
14.850,2.000,2.000,6.000,2.000,
14.860,2.000,2.000,6.000,2.000,
14.870,2.000,2.000,6.000,4.000,
14.880,2.000,2.000,6.000,4.000,
14.890,2.000,2.000,4.000,4.000,
14.900,2.000,2.000,4.000,4.000,
14.910,4.000,2.000,4.000,4.000,
14.920,4.000,2.000,4.000,4.000,
14.930,4.000,2.000,4.000,4.000,
14.940,4.000,2.000,4.000,4.000,
14.950,4.000,2.000,4.000,4.000,
14.960,4.000,2.000,4.000,4.000,
14.970,4.000,2.000,4.000,4.000,
14.980,4.000,2.000,4.000,4.000,
14.990,4.000,2.000,4.000,4.000,
15.000,4.000,2.000,4.000,4.000,
15.010,4.000,2.000,4.000,4.000,
15.020,4.000,2.000,4.000,4.000,
15.030,4.000,2.000,4.000,4.000,
15.040,4.000,2.000,4.000,4.000,
15.050,4.000,2.000,4.000,4.000,
15.060,4.000,2.000,4.000,4.000,
15.070,4.000,2.000,4.000,4.000,
15.080,4.000,2.000,4.000,4.000,
15.090,4.000,2.000,4.000,4.000,
15.100,4.000,2.000,4.000,4.000,
15.110,4.000,2.000,4.000,4.000,
15.120,4.000,2.000,4.000,4.000,
15.130,4.000,2.000,4.000,4.000,
15.140,4.000,2.000,4.000,4.000,
15.150,4.000,2.000,4.000,4.000,
15.160,4.000,2.000,4.000,4.000,
15.170,4.000,2.000,4.000,4.000,
15.180,4.000,2.000,4.000,4.000,
15.190,4.000,2.000,4.000,4.000,
15.200,4.000,2.000,4.000,4.000,
15.210,4.000,2.000,4.000,4.000,
15.220,4.000,2.000,4.000,4.000,
15.230,4.000,2.000,4.000,4.000,
15.240,4.000,2.000,4.000,4.000,
15.250,4.000,2.000,4.000,4.000,
15.260,4.000,2.000,4.000,4.000,
15.270,4.000,2.000,4.000,4.000,
15.280,4.000,2.000,4.000,4.000,
15.290,4.000,2.000,4.000,4.000,
15.300,4.000,2.000,4.000,4.000,
15.310,4.000,2.000,4.000,4.000,
15.320,4.000,2.000,4.000,4.000,
15.330,4.000,2.000,4.000,4.000,
15.340,4.000,2.000,4.000,4.000,
15.350,4.000,2.000,4.000,4.000,
15.360,4.000,2.000,4.000,4.000,
15.370,4.000,2.000,4.000,4.000,
15.380,4.000,2.000,4.000,4.000,
15.390,4.000,2.000,4.000,4.000,
15.400,4.000,2.000,4.000,4.000,
15.410,4.000,2.000,4.000,4.000,
15.420,4.000,2.000,4.000,4.000,
15.430,4.000,2.000,4.000,4.000,
15.440,4.000,2.000,4.000,4.000,
15.450,4.000,2.000,4.000,4.000,
15.460,4.000,2.000,4.000,4.000,
15.470,4.000,2.000,4.000,4.000,
15.480,4.000,2.000,4.000,4.000,
15.490,4.000,2.000,4.000,4.000,
15.500,4.000,2.000,4.000,4.000,
15.510,4.000,2.000,4.000,4.000,
15.520,4.000,2.000,4.000,4.000,
15.530,4.000,2.000,4.000,4.000,
15.540,4.000,2.000,4.000,4.000,
15.550,4.000,2.000,4.000,4.000,
15.560,4.000,2.000,4.000,4.000,
15.570,4.000,2.000,4.000,4.000,
15.580,4.000,2.000,4.000,4.000,
15.590,4.000,2.000,4.000,4.000,
15.600,4.000,2.000,4.000,4.000,
15.610,4.000,2.000,4.000,4.000,
15.620,4.000,2.000,4.000,4.000,
15.630,4.000,2.000,4.000,4.000,
15.640,4.000,2.000,4.000,4.000,
15.650,4.000,2.000,4.000,4.000,
15.660,4.000,2.000,4.000,4.000,
15.670,4.000,2.000,4.000,4.000,
15.680,4.000,2.000,4.000,4.000,
15.690,4.000,2.000,4.000,4.000,
15.700,4.000,2.000,4.000,4.000,
15.710,4.000,2.000,4.000,4.000,
15.720,4.000,2.000,4.000,4.000,
15.730,4.000,2.000,4.000,4.000,
15.740,4.000,2.000,4.000,4.000,
15.750,4.000,2.000,4.000,4.000,
15.760,4.000,2.000,4.000,4.000,
15.770,4.000,2.000,4.000,4.000,
15.780,4.000,2.000,4.000,4.000,
15.790,4.000,2.000,4.000,4.000,
15.800,4.000,2.000,4.000,4.000,
15.810,4.000,2.000,4.000,4.000,
15.820,4.000,2.000,4.000,4.000,
15.830,4.000,2.000,4.000,4.000,
15.840,4.000,2.000,4.000,4.000,
15.850,4.000,2.000,4.000,4.000,
15.860,4.000,2.000,4.000,4.000,
15.870,4.000,2.000,4.000,4.000,
15.880,4.000,2.000,4.000,4.000,
15.890,4.000,2.000,4.000,4.000,
15.900,4.000,2.000,4.000,4.000,
15.910,4.000,2.000,4.000,4.000,
15.920,4.000,2.000,4.000,4.000,
15.930,4.000,2.000,4.000,4.000,
15.940,4.000,2.000,4.000,4.000,
15.950,4.000,2.000,4.000,4.000,
15.960,4.000,2.000,4.000,4.000,
15.970,4.000,2.000,4.000,4.000,
15.980,4.000,2.000,4.000,4.000,
15.990,4.000,2.000,4.000,4.000,
16.000,4.000,4.000,4.000,4.000,
16.010,4.000,4.000,4.000,4.000,
16.020,4.000,4.000,4.000,4.000,
16.030,4.000,4.000,4.000,4.000,
16.040,4.000,4.000,4.000,4.000,
16.050,4.000,4.000,4.000,4.000,
16.060,4.000,4.000,4.000,4.000,
16.070,4.000,4.000,4.000,4.000,
16.080,4.000,4.000,4.000,4.000,
16.090,4.000,4.000,4.000,4.000,
16.100,4.000,4.000,4.000,4.000,
16.110,4.000,4.000,4.000,4.000,
16.120,4.000,4.000,4.000,4.000,
16.130,4.000,4.000,4.000,4.000,
16.140,4.000,4.000,4.000,4.000,
16.150,4.000,4.000,4.000,4.000,
16.160,4.000,4.000,4.000,4.000,
16.170,4.000,4.000,4.000,4.000,
16.180,4.000,4.000,4.000,4.000,
16.190,4.000,4.000,4.000,4.000,
16.200,4.000,4.000,4.000,4.000,
16.210,4.000,4.000,4.000,4.000,
16.220,4.000,4.000,4.000,4.000,
16.230,4.000,4.000,4.000,4.000,
16.240,4.000,4.000,4.000,4.000,
16.250,4.000,4.000,4.000,4.000,
16.260,4.000,4.000,4.000,4.000,
16.270,4.000,4.000,4.000,4.000,
16.280,4.000,4.000,4.000,4.000,
16.290,4.000,4.000,4.000,4.000,
16.300,4.000,4.000,4.000,4.000,
16.310,4.000,4.000,4.000,4.000,
16.320,4.000,4.000,4.000,4.000,
16.330,4.000,4.000,4.000,4.000,
16.340,4.000,4.000,4.000,4.000,
16.350,4.000,4.000,4.000,4.000,
16.360,4.000,4.000,4.000,4.000,
16.370,4.000,4.000,4.000,4.000,
16.380,4.000,4.000,4.000,4.000,
16.390,4.000,4.000,4.000,4.000,
16.400,4.000,4.000,4.000,4.000,
16.410,4.000,4.000,4.000,4.000,
16.420,4.000,4.000,4.000,4.000,
16.430,4.000,4.000,4.000,4.000,
16.440,4.000,4.000,4.000,4.000,
16.450,4.000,4.000,4.000,4.000,
16.460,4.000,4.000,4.000,4.000,
16.470,4.000,4.000,4.000,4.000,
16.480,4.000,4.000,4.000,4.000,
16.490,4.000,4.000,4.000,4.000,
16.500,4.000,4.000,4.000,4.000,
16.510,4.000,4.000,4.000,4.000,
16.520,4.000,4.000,4.000,4.000,
16.530,4.000,4.000,4.000,4.000,
16.540,4.000,4.000,4.000,4.000,
16.550,4.000,4.000,4.000,4.000,
16.560,4.000,4.000,4.000,4.000,
16.570,4.000,4.000,4.000,4.000,
16.580,4.000,4.000,4.000,4.000,
16.590,4.000,4.000,4.000,4.000,
16.600,4.000,4.000,4.000,4.000,
16.610,4.000,4.000,4.000,4.000,
16.620,4.000,4.000,4.000,4.000,
16.630,4.000,4.000,4.000,4.000,
16.640,4.000,4.000,4.000,4.000,
16.650,4.000,4.000,4.000,4.000,
16.660,4.000,4.000,4.000,4.000,
16.670,4.000,4.000,4.000,4.000,
16.680,4.000,4.000,4.000,4.000,
16.690,4.000,4.000,5.000,4.000,
16.700,4.000,4.000,5.000,4.000,
16.710,4.000,4.000,5.000,4.000,
16.720,4.000,4.000,5.000,4.000,
16.730,4.000,4.000,5.000,4.000,
16.740,4.000,4.000,5.000,4.000,
16.750,4.000,4.000,5.000,4.000,
16.760,4.000,4.000,5.000,4.000,
16.770,4.000,4.000,5.000,4.000,
16.780,4.000,4.000,5.000,4.000,
16.790,4.000,4.000,5.000,4.000,
16.800,4.000,4.000,5.000,4.000,
16.810,4.000,4.000,5.000,4.000,
16.820,4.000,4.000,5.000,5.000,
16.830,5.000,4.000,5.000,5.000,
16.840,5.000,4.000,5.000,5.000,
16.850,5.000,4.000,5.000,5.000,
16.860,5.000,4.000,5.000,5.000,
16.870,5.000,4.000,5.000,5.000,
16.880,5.000,4.000,5.000,5.000,
16.890,5.000,4.000,5.000,5.000,
16.900,5.000,4.000,5.000,5.000,
16.910,5.000,4.000,5.000,5.000,
16.920,5.000,4.000,5.000,5.000,
16.930,5.000,4.000,5.000,5.000,
16.940,5.000,4.000,5.000,5.000,
16.950,5.000,4.000,5.000,5.000,
16.960,5.000,4.000,5.000,5.000,
16.970,5.000,4.000,5.000,5.000,
16.980,5.000,4.000,5.000,5.000,
16.990,5.000,4.000,5.000,5.000,
17.000,5.000,4.000,5.000,5.000,
17.010,5.000,4.000,5.000,5.000,
17.020,5.000,4.000,5.000,5.000,
17.030,5.000,4.000,5.000,5.000,
17.040,5.000,4.000,5.000,5.000,
17.050,5.000,4.000,5.000,5.000,
17.060,5.000,4.000,5.000,5.000,
17.070,5.000,4.000,5.000,5.000,
17.080,5.000,4.000,5.000,5.000,
17.090,5.000,4.000,5.000,5.000,
17.100,5.000,4.000,5.000,5.000,
17.110,5.000,4.000,5.000,5.000,
17.120,5.000,4.000,5.000,5.000,
17.130,5.000,4.000,5.000,5.000,
17.140,5.000,4.000,5.000,5.000,
17.150,5.000,4.000,5.000,5.000,
17.160,5.000,4.000,5.000,5.000,
17.170,5.000,4.000,5.000,5.000,
17.180,5.000,4.000,5.000,5.000,
17.190,5.000,4.000,5.000,5.000,
17.200,5.000,4.000,5.000,5.000,
17.210,5.000,4.000,5.000,5.000,
17.220,5.000,4.000,5.000,5.000,
17.230,5.000,4.000,5.000,5.000,
17.240,5.000,4.000,5.000,5.000,
17.250,5.000,4.000,5.000,5.000,
17.260,5.000,4.000,5.000,5.000,
17.270,5.000,4.000,5.000,5.000,
17.280,5.000,4.000,5.000,5.000,
17.290,5.000,4.000,5.000,5.000,
17.300,5.000,4.000,5.000,5.000,
17.310,5.000,4.000,5.000,5.000,
17.320,5.000,4.000,5.000,5.000,
17.330,5.000,4.000,5.000,5.000,
17.340,5.000,4.000,5.000,5.000,
17.350,5.000,4.000,5.000,5.000,
17.360,5.000,4.000,5.000,5.000,
17.370,5.000,4.000,5.000,5.000,
17.380,5.000,4.000,5.000,5.000,
17.390,5.000,4.000,5.000,5.000,
17.400,5.000,4.000,5.000,5.000,
17.410,5.000,4.000,5.000,5.000,
17.420,5.000,4.000,5.000,5.000,
17.430,5.000,4.000,5.000,5.000,
17.440,5.000,4.000,5.000,5.000,
17.450,5.000,4.000,5.000,5.000,
17.460,5.000,4.000,5.000,5.000,
17.470,5.000,4.000,5.000,5.000,
17.480,5.000,4.000,5.000,5.000,
17.490,5.000,4.000,5.000,5.000,
17.500,5.000,4.000,5.000,5.000,
17.510,5.000,4.000,5.000,5.000,
17.520,5.000,4.000,5.000,5.000,
17.530,5.000,4.000,5.000,5.000,
17.540,5.000,4.000,5.000,5.000,
17.550,5.000,4.000,5.000,5.000,
17.560,5.000,4.000,5.000,5.000,
17.570,5.000,4.000,5.000,5.000,
17.580,5.000,4.000,5.000,5.000,
17.590,5.000,4.000,5.000,5.000,
17.600,5.000,4.000,5.000,5.000,
17.610,5.000,4.000,5.000,5.000,
17.620,5.000,4.000,5.000,5.000,
17.630,5.000,4.000,5.000,5.000,
17.640,5.000,4.000,5.000,5.000,
17.650,5.000,4.000,5.000,5.000,
17.660,5.000,4.000,5.000,5.000,
17.670,5.000,4.000,5.000,5.000,
17.680,5.000,4.000,5.000,5.000,
17.690,5.000,4.000,5.000,5.000,
17.700,5.000,4.000,5.000,5.000,
17.710,5.000,4.000,5.000,5.000,
17.720,5.000,4.000,5.000,5.000,
17.730,5.000,4.000,5.000,5.000,
17.740,5.000,4.000,5.000,5.000,
17.750,5.000,4.000,5.000,5.000,
17.760,5.000,4.000,5.000,5.000,
17.770,5.000,4.000,5.000,5.000,
17.780,5.000,4.000,5.000,5.000,
17.790,5.000,4.000,5.000,5.000,
17.800,5.000,4.000,5.000,5.000,
17.810,5.000,4.000,5.000,5.000,
17.820,5.000,4.000,5.000,5.000,
17.830,5.000,4.000,5.000,5.000,
17.840,5.000,4.000,5.000,5.000,
17.850,5.000,5.000,5.000,5.000,
17.860,5.000,5.000,5.000,5.000,
17.870,5.000,5.000,5.000,5.000,
17.880,5.000,5.000,5.000,5.000,
17.890,5.000,5.000,5.000,5.000,
17.900,5.000,5.000,5.000,5.000,
17.910,5.000,5.000,5.000,5.000,
17.920,5.000,5.000,5.000,5.000,
17.930,5.000,5.000,5.000,5.000,
17.940,5.000,5.000,5.000,5.000,
17.950,5.000,5.000,5.000,5.000,
17.960,5.000,5.000,5.000,5.000,
17.970,5.000,5.000,5.000,5.000,
17.980,5.000,5.000,5.000,5.000,
17.990,5.000,5.000,5.000,5.000,
18.000,5.000,5.000,5.000,5.000,
18.010,5.000,5.000,5.000,5.000,
18.020,5.000,5.000,5.000,5.000,
18.030,5.000,5.000,5.000,5.000,
18.040,5.000,5.000,5.000,5.000,
18.050,5.000,5.000,5.000,5.000,
18.060,5.000,5.000,5.000,5.000,
18.070,5.000,5.000,5.000,5.000,
18.080,5.000,5.000,5.000,5.000,
18.090,5.000,5.000,5.000,5.000,
18.100,5.000,5.000,5.000,5.000,
18.110,5.000,5.000,5.000,5.000,
18.120,5.000,5.000,5.000,5.000,
18.130,5.000,5.000,5.000,5.000,
18.140,5.000,5.000,5.000,5.000,
18.150,5.000,5.000,5.000,5.000,
18.160,5.000,5.000,5.000,5.000,
18.170,5.000,5.000,5.000,5.000,
18.180,5.000,5.000,5.000,5.000,
18.190,5.000,5.000,5.000,5.000,
18.200,5.000,5.000,5.000,5.000,
18.210,5.000,5.000,5.000,5.000,
18.220,5.000,5.000,5.000,5.000,
18.230,5.000,5.000,5.000,5.000,
18.240,5.000,5.000,5.000,5.000,
18.250,5.000,5.000,5.000,5.000,
18.260,5.000,5.000,5.000,5.000,
18.270,5.000,5.000,5.000,5.000,
18.280,5.000,5.000,5.000,5.000,
18.290,5.000,5.000,5.000,5.000,
18.300,5.000,5.000,5.000,5.000,
18.310,5.000,5.000,5.000,5.000,
18.320,5.000,5.000,5.000,5.000,
18.330,5.000,5.000,5.000,5.000,
18.340,5.000,5.000,5.000,5.000,
18.350,5.000,5.000,5.000,5.000,
18.360,5.000,5.000,5.000,5.000,
18.370,5.000,5.000,5.000,5.000,
18.380,5.000,5.000,5.000,5.000,
18.390,5.000,5.000,5.000,5.000,
18.400,5.000,5.000,5.000,5.000,
18.410,5.000,5.000,5.000,5.000,
18.420,5.000,5.000,5.000,5.000,
18.430,5.000,5.000,5.000,5.000,
18.440,5.000,5.000,5.000,5.000,
18.450,5.000,5.000,5.000,5.000,
18.460,5.000,5.000,5.000,4.000,
18.470,5.000,5.000,5.000,4.000,
18.480,5.000,5.000,5.000,4.000,
18.490,5.000,5.000,5.000,4.000,
18.500,5.000,5.000,5.000,4.000,
18.510,5.000,5.000,5.000,4.000,
18.520,5.000,5.000,5.000,7.000,
18.530,5.000,5.000,5.000,7.000,
18.540,5.000,5.000,5.000,7.000,
18.550,5.000,5.000,5.000,7.000,
18.560,5.000,5.000,5.000,7.000,
18.570,5.000,5.000,7.000,7.000,
18.580,5.000,5.000,3.000,7.000,
18.590,5.000,5.000,3.000,7.000,
18.600,5.000,5.000,3.000,7.000,
18.610,5.000,5.000,3.000,7.000,
18.620,5.000,5.000,3.000,7.000,
18.630,5.000,5.000,3.000,7.000,
18.640,5.000,5.000,3.000,3.000,
18.650,5.000,5.000,3.000,3.000,
18.660,5.000,5.000,3.000,3.000,
18.670,7.000,5.000,3.000,3.000,
18.680,7.000,5.000,3.000,3.000,
18.690,7.000,5.000,3.000,3.000,
18.700,7.000,5.000,3.000,3.000,
18.710,7.000,5.000,3.000,3.000,
18.720,7.000,5.000,3.000,3.000,
18.730,7.000,5.000,3.000,3.000,
18.740,7.000,5.000,3.000,3.000,
18.750,7.000,5.000,3.000,3.000,
18.760,7.000,5.000,3.000,3.000,
18.770,7.000,5.000,3.000,3.000,
18.780,1.000,5.000,3.000,3.000,
18.790,1.000,5.000,3.000,3.000,
18.800,1.000,5.000,3.000,3.000,
18.810,1.000,5.000,3.000,3.000,
18.820,3.000,5.000,3.000,3.000,
18.830,3.000,5.000,3.000,3.000,
18.840,3.000,5.000,3.000,3.000,
18.850,3.000,5.000,3.000,3.000,
18.860,3.000,5.000,3.000,3.000,
18.870,3.000,5.000,3.000,3.000,
18.880,3.000,5.000,3.000,3.000,
18.890,3.000,5.000,3.000,3.000,
18.900,3.000,5.000,3.000,3.000,
18.910,3.000,5.000,3.000,3.000,
18.920,3.000,5.000,3.000,3.000,
18.930,3.000,5.000,3.000,3.000,
18.940,3.000,5.000,3.000,3.000,
18.950,3.000,5.000,3.000,3.000,
18.960,3.000,5.000,3.000,3.000,
18.970,3.000,5.000,3.000,3.000,
18.980,3.000,5.000,3.000,3.000,
18.990,3.000,5.000,3.000,3.000,
19.000,3.000,5.000,3.000,3.000,
19.010,3.000,5.000,3.000,3.000,
19.020,3.000,5.000,3.000,3.000,
19.030,3.000,5.000,3.000,3.000,
19.040,3.000,5.000,3.000,3.000,
19.050,3.000,5.000,3.000,3.000,
19.060,3.000,5.000,3.000,3.000,
19.070,3.000,5.000,3.000,3.000,
19.080,3.000,5.000,3.000,3.000,
19.090,3.000,5.000,3.000,3.000,
19.100,3.000,5.000,3.000,3.000,
19.110,3.000,5.000,3.000,3.000,
19.120,3.000,5.000,3.000,3.000,
19.130,3.000,5.000,3.000,3.000,
19.140,3.000,5.000,3.000,3.000,
19.150,3.000,5.000,3.000,3.000,
19.160,3.000,5.000,3.000,3.000,
19.170,3.000,5.000,3.000,3.000,
19.180,3.000,5.000,3.000,3.000,
19.190,3.000,5.000,3.000,3.000,
19.200,3.000,5.000,3.000,3.000,
19.210,3.000,5.000,3.000,3.000,
19.220,3.000,5.000,3.000,3.000,
19.230,3.000,5.000,3.000,3.000,
19.240,3.000,5.000,3.000,3.000,
19.250,3.000,5.000,3.000,3.000,
19.260,3.000,5.000,3.000,3.000,
19.270,3.000,5.000,3.000,3.000,
19.280,3.000,5.000,3.000,3.000,
19.290,3.000,5.000,3.000,3.000,
19.300,3.000,5.000,3.000,3.000,
19.310,3.000,5.000,3.000,3.000,
19.320,3.000,5.000,3.000,3.000,
19.330,3.000,5.000,3.000,3.000,
19.340,3.000,5.000,3.000,3.000,
19.350,3.000,5.000,3.000,3.000,
19.360,3.000,5.000,3.000,3.000,
19.370,3.000,5.000,3.000,3.000,
19.380,3.000,5.000,3.000,3.000,
19.390,3.000,5.000,3.000,3.000,
19.400,3.000,5.000,3.000,3.000,
19.410,3.000,5.000,3.000,3.000,
19.420,3.000,5.000,3.000,3.000,
19.430,3.000,5.000,3.000,3.000,
19.440,3.000,5.000,3.000,3.000,
19.450,3.000,5.000,3.000,3.000,
19.460,3.000,5.000,3.000,3.000,
19.470,3.000,5.000,3.000,3.000,
19.480,3.000,5.000,3.000,3.000,
19.490,3.000,5.000,3.000,3.000,
19.500,3.000,5.000,3.000,3.000,
19.510,3.000,5.000,3.000,3.000,
19.520,3.000,5.000,3.000,3.000,
19.530,3.000,5.000,3.000,3.000,
19.540,3.000,5.000,3.000,3.000,
19.550,3.000,5.000,3.000,3.000,
19.560,3.000,5.000,3.000,3.000,
19.570,3.000,5.000,3.000,3.000,
19.580,3.000,5.000,3.000,3.000,
19.590,3.000,5.000,3.000,3.000,
19.600,3.000,5.000,3.000,3.000,
19.610,3.000,5.000,3.000,3.000,
19.620,3.000,5.000,3.000,3.000,
19.630,3.000,5.000,3.000,3.000,
19.640,3.000,5.000,3.000,3.000,
19.650,3.000,5.000,3.000,3.000,
19.660,3.000,5.000,3.000,3.000,
19.670,3.000,5.000,3.000,3.000,
19.680,3.000,5.000,3.000,3.000,
19.690,3.000,5.000,3.000,3.000,
19.700,3.000,5.000,3.000,3.000,
19.710,3.000,5.000,3.000,3.000,
19.720,3.000,5.000,3.000,3.000,
19.730,3.000,7.000,3.000,3.000,
19.740,3.000,7.000,3.000,3.000,
19.750,3.000,7.000,3.000,3.000,
19.760,3.000,7.000,3.000,3.000,
19.770,3.000,7.000,3.000,3.000,
19.780,3.000,7.000,3.000,3.000,
19.790,3.000,1.000,3.000,3.000,
19.800,3.000,1.000,3.000,3.000,
19.810,3.000,1.000,3.000,3.000,
19.820,3.000,1.000,3.000,3.000,
